GOID	term	gene	geneSetSize
GO:0006915	APOPTOTIC PROCESS	AIM14|BIR1|BXI1|CPR3|ESP1|FSH1|KEX1|LOT6|MCA1|MCD1|NMA111|NUC1|OYE2|OYE3|PET9|POR1|RHO5|RNY1|SDD2|SLX5|TDH2|TDH3|TIM18	23
GO:0000045	AUTOPHAGOSOME ASSEMBLY	ATG1|ATG11|ATG12|ATG13|ATG17|ATG2|ATG27|ATG29|ATG3|ATG41|ATG5|ATG7|ATG9|EMC6|SEC18|SEC7|SHP1|TRS85|VAC8|VPS30|VPS34|YPT1|YPT11	23
GO:0030242	AUTOPHAGY OF PEROXISOME	ATG11|ATG14|ATG17|ATG18|ATG2|ATG27|ATG36|BCK1|COG2|COG3|COG4|HRR25|MID2|MKK1|MKK2|PKC1|SLG1|SLT2|TRS85|VPS15|VPS30|VPS34|WSC3	23
GO:0034622	CELLULAR PROTEIN-CONTAINING COMPLEX ASSEMBLY	AFG3|ATG34|COX11|EAF1|MIC12|OST3|OST6|PKP1|PPM1|SAM50|SGF73|SGT1|SKI8|SKP1|SPT7|TCA17|TRS20|TRS33|TRS65|VMA9|VOA1|VPH1|YTA12	23
GO:0006895	GOLGI TO ENDOSOME TRANSPORT	CHC1|EMA35|ENT3|ENT5|GGA1|GGA2|MUK1|PEP1|PEP3|PEP5|PEP7|SYS1|VPS16|VPS21|VPS45|VPS9|VTH1|VTH2|YNR065C|YNR066C|YPT52|YPT53|YPT6	23
GO:0030150	PROTEIN IMPORT INTO MITOCHONDRIAL MATRIX	AFG3|MCX1|MDJ2|MGE1|MGR2|PAM16|PAM17|PAM18|SSC1|TIM17|TIM21|TIM23|TIM44|TIM50|TOM20|TOM22|TOM40|TOM6|TOM7|TOM70|XDJ1|YME1|ZIM17	23
GO:0000028	RIBOSOMAL SMALL SUBUNIT ASSEMBLY	MRPS18|NSR1|PWP2|RPS0A|RPS0B|RPS11A|RPS11B|RPS14A|RPS14B|RPS15|RPS17A|RPS17B|RPS19A|RPS19B|RPS27A|RPS27B|RPS28A|RPS28B|RPS31|RPS5|RRP7|RSM19|RSM7	23
GO:0006906	VESICLE FUSION	BET1|BOS1|GOS1|NYV1|PEP12|PEP7|SEC22|SEC4|SEC9|SED5|SFT1|SNC1|SNC2|SPO20|SSO1|SSO2|SYN8|TLG1|TLG2|VAM3|VAM7|VTI1|YKT6	23
GO:0030036	ACTIN CYTOSKELETON ORGANIZATION	ACF2|AFR1|ARC35|BBC1|BEM2|BNI4|CAP1|ENT3|GEA1|GEA2|GRX3|GRX4|LRG1|LSB5|RHO1|RVS161|SFK1|SHE4|SLG1|SLM1|SLM2|VPS1|YER158C|YSC84	24
GO:0034613	CELLULAR PROTEIN LOCALIZATION	AIM44|BUD14|CDC10|CDC11|CDC12|CDC3|DIF1|HAL5|KSP1|NEM1|NVJ1|PPZ1|RAD16|RAD7|RAX1|RAX2|RTS1|SAT4|SEI1|SGF29|SHS1|SML1|SPR28|SPR3	24
GO:0006310	DNA RECOMBINATION	CDC9|CGI121|DIN7|EBS1|EXO1|FOB1|HPR1|MEC1|MFT1|MHR1|MSH2|MSH3|NAM7|NMD2|NSR1|NUC1|PIF1|RAD51|RDH54|SGS1|SOH1|THO2|THP2|UPF3	24
GO:0032511	LATE ENDOSOME TO VACUOLE TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY	CHM7|DID2|ELO2|ELO3|ENT3|ENT5|IST1|MUK1|PKH1|PKH2|RSP5|SEC27|SEC28|SNF7|VPS20|VPS21|VPS4|VPS55|VPS60|VPS68|VPS8|VPS9|VTA1|YPT52	24
GO:0000001	MITOCHONDRION INHERITANCE	ABF2|ADY3|ARC15|ARP2|BUL1|DNM1|GEM1|MDM1|MDM12|MDM20|MDM31|MDM32|MDM36|MMR1|MYO2|NAT3|NUM1|OLE1|PHB1|PHB2|PTC1|TPM1|TPM2|YPT11	24
GO:0000278	MITOTIC CELL CYCLE	ALK1|ALK2|ARP10|CDC14|CDC5|CDC9|CTF4|DYN1|KAR3|MCO32|POL2|POL30|REI1|RFC1|SAC3|SFG1|SKP1|SPC97|SPC98|TOM1|TUB1|TUB2|TUB3|TUB4	24
GO:0007094	MITOTIC SPINDLE ASSEMBLY CHECKPOINT	AMN1|BIR1|BUB1|BUB3|CDC20|CEP3|CHL4|CTF19|CTF3|DMA1|DMA2|DSL1|GAC1|GLC7|IBD2|MAD1|MAD2|MAD3|MPS1|SGO1|SPC105|TPD3|ULP2|YPI1	24
GO:0070651	NONFUNCTIONAL RRNA DECAY	CDC48|CRT10|CSL4|DIS3|DOM34|HBS1|MMS1|MTR3|NPL4|RPT2|RPT6|RRP4|RRP40|RRP42|RRP43|RRP45|RRP46|RTT101|SKI6|SKI7|UFD1|XRN1|YCL001W-A|YCL001W-B	24
GO:0000750	PHEROMONE-DEPENDENT SIGNAL TRANSDUCTION INVOLVED IN CONJUGATION WITH CELLULAR FUSION	ADF1|CDC24|CDC42|FUS3|FYV5|GET3|GPA1|KSS1|MDG1|MF(ALPHA)1|MF(ALPHA)2|MFA1|MFA2|PTC1|RGA1|SCP160|STE11|STE18|STE2|STE20|STE3|STE4|STE5|STE50	24
GO:0042254	RIBOSOME BIOGENESIS	ARB1|BCD1|CGR1|DBP7|DHR2|ECM16|NAF1|RIX7|RNP1|RPL34A|RPL34B|RPL40A|RPL40B|RPS31|RPS7A|RPS7B|RRB1|RRP12|RTC6|TMA108|TMA20|TOR1|TOR2|URB2	24
GO:0006413	TRANSLATIONAL INITIATION	CDC33|CTK1|DBP1|DED1|GCD11|GCD7|GCN3|IFM1|NIP1|PRT1|RLI1|RMD9|RPG1|SIS1|TIF1|TIF2|TIF3|TIF34|TIF35|TIF4631|TIF4632|TOR1|XRN1|YGR054W	24
GO:0003333	AMINO ACID TRANSMEMBRANE TRANSPORT	AGP1|AGP2|AGP3|ALP1|AVT1|AVT2|AVT3|AVT4|AVT5|AVT6|AVT7|BAP2|BAP3|CAN1|DIP5|GAP1|GNP1|HIP1|LYP1|MMP1|PUT4|SAM3|SSY1|TAT1|TAT2	25
GO:0008643	CARBOHYDRATE TRANSPORT	GAL2|HXT1|HXT10|HXT11|HXT13|HXT14|HXT15|HXT16|HXT17|HXT2|HXT3|HXT4|HXT5|HXT6|HXT7|HXT8|HXT9|MAL11|MAL31|MPH2|MPH3|RGT2|SNF3|STL1|YDL199C	25
GO:0006261	DNA-DEPENDENT DNA REPLICATION	ABF1|CTF4|DNA2|DPB2|DPB3|DPB4|ELG1|MCO32|MGS1|POB3|POL2|POL3|PSF1|PSF2|PSF3|RFC2|RFC3|RFC4|RFC5|SLD5|SLX1|SLX4|SNF2|SPT16|SWI1	25
GO:0000727	DOUBLE-STRAND BREAK REPAIR VIA BREAK-INDUCED REPLICATION	CDC45|CDC7|CTF4|DPB11|MCM10|MCM2|MCM3|MCM4|MCM5|MCM6|MCM7|MRE11|MUS81|PIF1|POL32|PSF1|PSF2|PSF3|RAD52|SLD2|SLD3|SLD5|SLX4|TAH11|YKU70	25
GO:0006696	ERGOSTEROL BIOSYNTHETIC PROCESS	CYC2|ERG1|ERG10|ERG11|ERG12|ERG13|ERG2|ERG20|ERG24|ERG25|ERG26|ERG27|ERG28|ERG29|ERG3|ERG4|ERG5|ERG6|ERG7|ERG8|ERG9|HMG1|HMG2|MCR1|NCP1	25
GO:0046777	PROTEIN AUTOPHOSPHORYLATION	AKL1|ARK1|ATG1|CDC7|COQ8|ELM1|FPK1|FUS3|GCN2|GIN4|HSL1|KIN1|KIN2|KNS1|MEC1|MPS1|NNK1|PRK1|RIM15|RIO1|SLN1|SMK1|SSK2|YPK1|YPK3	25
GO:0002098	TRNA WOBBLE URIDINE MODIFICATION	ATS1|CBR1|CFD1|CIA1|ELP2|ELP3|ELP4|ELP6|HRR25|IKI3|ISU1|ISU2|KTI11|KTI12|MSS1|MTO1|NBP35|NCS6|NFS1|SAP185|SAP190|SIT4|TRM9|TUM1|URM1	25
GO:0043044	ATP-DEPENDENT CHROMATIN REMODELING	ARP4|ARP5|ARP7|ARP8|ARP9|CHD1|DPB4|FUN30|IES2|IES4|INO80|ISW1|ISW2|LDB7|NPL6|RSC1|RSC2|RSC3|RSC4|RSC8|RSC9|SNF2|STH1|SWI1|SWI3|SWR1	26
GO:0006914	AUTOPHAGY	ATG1|ATG11|ATG13|ATG15|ATG2|ATG31|ATG7|CCZ1|COG3|GCN4|IRS4|MON1|PEP4|RRD1|SEC17|SEC2|SEC4|SNF4|SNX4|SSE1|TAX4|TIP20|VAC8|VAM6|VPS3|VPS30	26
GO:0034605	CELLULAR RESPONSE TO HEAT	AHA1|AIM25|CPR7|CUR1|DDR2|FLO1|HSC82|HSP104|HSP12|HSP26|HSP30|HSP78|HSP82|MCK1|MRK1|NMA111|RIM11|RIM15|SIS1|TOR1|TPS1|TPS2|TTI2|UBC4|UBC5|YGK3	26
GO:0000082	G1/S TRANSITION OF MITOTIC CELL CYCLE	BCK2|CDC28|CDC4|CDC53|CDC6|CLB5|CLB6|HRT1|KDX1|MET30|MSA1|PPH21|PPH22|PTK2|RRD1|SAP155|SAP185|SAP190|SAP4|SAT4|SHS1|SIC1|SIT4|SKP1|VHS1|YRB1	26
GO:0006506	GPI ANCHOR BIOSYNTHETIC PROCESS	ARV1|CDC1|CWH43|DPM1|ERI1|GPI1|GPI10|GPI11|GPI12|GPI13|GPI14|GPI15|GPI18|GPI19|GPI2|GUP1|GUP2|GWT1|LAS21|MCD4|PBN1|PER1|PGA1|SMP3|SPT14|TED1	26
GO:0000070	MITOTIC SISTER CHROMATID SEGREGATION	BRN1|CIN8|CSE4|DSN1|DYN1|ESP1|FIN1|KIP1|KIP3|MCK1|MND2|MTW1|NSL1|PDS1|SGO1|SGS1|SMC1|SMC2|SMC4|SRC1|TUB1|TUB2|TUB3|TUB4|YCG1|YCS4	26
GO:0000079	REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY	CCL1|CLB1|CLB2|CLB3|CLB4|CLB5|CLB6|CLG1|CLN1|CLN2|CLN3|MIH1|PCL1|PCL10|PCL2|PCL5|PCL6|PCL7|PCL8|PCL9|PHO80|PTC2|PTC3|SIC1|SWE1|TFB3	26
GO:0032880	REGULATION OF PROTEIN LOCALIZATION	BLI1|BLS1|BNI1|BUD14|BUD6|CNL1|EDE1|HRR25|KXD1|MAK3|MSB3|PEA2|PHO80|PHO85|RAS2|RHO1|RSP5|SCH9|SNN1|SPA2|SUS1|VAB2|VHS1|YAR1|ZDS1|ZDS2	26
GO:0030010	ESTABLISHMENT OF CELL POLARITY	ACT1|BCK1|BEM3|BEM4|BUD6|CDC24|CDC42|GIC1|GIC2|HKR1|MSB1|MSB2|PEA2|PWP2|RGA1|RHO2|ROM2|SHO1|SLG1|SPA2|SRO7|SRO77|SWF1|TPM1|TPM2|ZDS1|ZDS2	27
GO:0006289	NUCLEOTIDE-EXCISION REPAIR	CDC9|DOT1|HRQ1|MEC3|POL30|POL31|POL32|RAD24|RAD26|RAD3|RAD33|RAD34|RAD4|RAD51|RAD9|RFA1|RFA2|RFA3|RPT4|RPT6|SNF6|SSL1|TFB1|TFB2|TFB3|TFB4|TFB5	27
GO:0006508	PROTEOLYSIS	AAP1|AFG3|AMA1|APE2|APE4|ATG4|CYM1|DDI1|DUG1|DUG2|ECM14|MCX1|MKC7|NNK1|OCT1|PFF1|PRD1|RIM11|RIM20|SOM1|TMA108|WSS1|YDR415C|YGK3|YME1|YOL057W|YTA12	27
GO:0008361	REGULATION OF CELL SIZE	FKS1|GPA2|HXK2|JJJ1|KAP122|LGE1|PHO5|PIH1|PRS3|PTK2|RHO1|RPA14|RPA49|SCH9|SFP1|SKN7|SKY1|SLT2|SSF1|SWE1|TOM1|TVS1|VPS51|WHI3|WHI4|WHI5|YGR111W	27
GO:0007035	VACUOLAR ACIDIFICATION	DBF2|MEH1|NHX1|PFK2|RAV1|RAV2|RRG1|SKP1|STV1|VMA1|VMA10|VMA11|VMA13|VMA16|VMA2|VMA22|VMA3|VMA4|VMA5|VMA6|VMA7|VMA8|VMA9|VPH1|VPH2|VPS3|VPS45	27
GO:0000724	DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION	BRE1|CTF18|ELG1|ESC2|MEC3|MMS21|MMS22|MRE11|NSE1|PPH3|RAD1|RAD52|RAD59|RAD6|RDH54|REV3|RFA1|RFA2|RFA3|RSC2|SAE3|SEM1|SGS1|SLX1|SMC6|SNF5|YKU70|YKU80	28
GO:0033617	MITOCHONDRIAL CYTOCHROME C OXIDASE ASSEMBLY	CMC1|COA1|COA2|COA3|COA4|COA6|COI1|COX12|COX14|COX16|COX17|COX18|COX19|COX20|FMP32|MSS51|OXA1|PET100|PET111|PET117|PET122|PET191|PET309|RCF1|RCF2|SCO1|SCO2|SHY1	28
GO:0042026	PROTEIN REFOLDING	CNS1|CPR6|CPR7|ECM10|HSC82|HSP10|HSP104|HSP60|HSP78|HSP82|JJJ2|KAR2|LHS1|MCX1|MDJ1|MGE1|SSA1|SSA2|SSA3|SSA4|SSB1|SSB2|SSC1|SSE1|SSE2|SSQ1|SSZ1|YDJ1	28
GO:0043328	PROTEIN TRANSPORT TO VACUOLE INVOLVED IN UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY	BRO1|CDC48|COS1|COS10|COS12|COS2|COS3|COS4|COS5|COS6|COS7|COS8|COS9|DDI1|EAR1|GGA1|GGA2|GID8|HSE1|LSB1|SNF8|SSH4|TRE1|TRE2|VPS25|VPS27|VPS28|VPS36	28
GO:0006303	DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING	CDC28|DNL4|DOA1|FYV6|IRC20|LIF1|MCK1|MRE11|NEJ1|POL2|POL3|POL4|PSO2|RAD27|RAD50|RSC1|RSC2|RSC30|RSC8|SIN3|SIR2|SIR3|SIR4|SRS2|SUB1|VPS75|XRS2|YKU70|YKU80	29
GO:0007064	MITOTIC SISTER CHROMATID COHESION	BIM1|CHL1|CSM3|CTF18|CTF4|CTF8|DCC1|ELG1|ESC2|GPN3|IRR1|KAR3|MCD1|MPS3|MRC1|NPA3|PDS5|POL2|POL30|RAD30|RAD61|REC8|RMI1|SCC4|SMC1|SMC3|TOF1|TOP3|VIK1	29
GO:0006325	CHROMATIN ORGANIZATION	ADA2|ADR1|ARP4|FOB1|FPR1|GCN5|HFI1|LEO1|NGG1|PAA1|PHO23|RKR1|RNT1|RRN5|SGF73|SIR2|SPT2|SPT20|SPT3|SPT4|SPT6|SPT7|SPT8|TAF10|TAF12|TAF5|TAF6|TAF9|UAF30|YNG1	30
GO:0006270	DNA REPLICATION INITIATION	ADK1|BMH2|CDC45|CDC7|CLF1|CTF18|CTF3|CTF4|DBF4|DPB11|MCM10|MCM3|MCM4|MCM5|MCM7|NOC3|ORC1|ORC2|ORC3|ORC4|ORC5|ORC6|POL1|POL12|PRI1|PRI2|RAD53|RIF1|SLD2|SLD3	30
GO:0006896	GOLGI TO VACUOLE TRANSPORT	APL2|APL4|APL5|APL6|APM1|APM2|APM3|APS1|APS3|BOS1|EMA35|GGA1|GGA2|PEP1|PEP12|PEP7|SEC14|SYN8|TLG2|VAM3|VPS33|VPS45|VPS52|VPS53|VPS54|VTH1|VTH2|VTI1|YNR065C|YNR066C	30
GO:0006406	MRNA EXPORT FROM NUCLEUS	CRM1|DBP5|GFD1|GLE1|HMT1|HPR1|IST3|MEX67|MFT1|MLP1|MLP2|NUP100|NUP116|NUP120|NUP82|NUP84|NUP85|PML1|PSE1|SAC3|SEM1|SGF73|SUB2|SXM1|TEX1|THO2|THP1|THP2|YRA1|ZDS1	30
GO:0042274	RIBOSOMAL SMALL SUBUNIT BIOGENESIS	BUD22|EMG1|ENP2|HAS1|HRR25|IMP3|IMP4|KRE33|KRR1|LTV1|NAP1|NEW1|NOC4|NOP14|NOP6|RPS19A|RPS19B|RPS7A|RPS7B|RRP14|RRP36|SAC3|SGD1|TMA23|TRM112|TSR4|UTP21|UTP25|UTP30|YAR1	30
GO:0006891	INTRA-GOLGI VESICLE-MEDIATED TRANSPORT	AGE1|AGE2|BET3|BOS1|COG1|COG2|COG3|COG4|COG5|COG6|COG7|COG8|COP1|GEA1|GEA2|GTS1|RET3|SEC18|SEC21|SEC26|SEC27|SEC28|SEC7|SED5|SFT1|TRS120|TRS130|TRS65|VTI1|YKT6|YPT6	31
GO:0007165	SIGNAL TRANSDUCTION	CDC28|CMK1|COS111|CRP1|GAL83|GPA2|INM1|INM2|KDX1|LST8|MCK1|MDG1|MKK1|MKK2|MRK1|MTH1|PDE2|PKC1|RIM11|RLM1|SIP1|SIP2|SLM4|SLT2|SOG2|SOK1|SST2|STD1|SYG1|TIP41|TUS1	31
GO:0006412	TRANSLATION	HBS1|MRP10|MRP2|MRPL11|MRPL19|MRPL27|MRPL40|MRPS12|MRPS18|MRPS5|RLP24|RPL12A|RPL12B|RPL24A|RPL24B|RPS0A|RPS0B|RPS14A|RPS14B|RPS2|RPS23A|RPS23B|RPS4A|RPS4B|RPS5|RRF1|RSM7|SKI7|SUP35|TEF1|TEF2	31
GO:0006890	RETROGRADE VESICLE-MEDIATED TRANSPORT, GOLGI TO ENDOPLASMIC RETICULUM	BET1|COP1|DSL1|ERV41|ERV46|GCS1|GEA1|GEA2|GET1|GET2|GET3|GLO3|MST27|NEO1|RER1|RET2|RET3|SEC20|SEC21|SEC22|SEC27|SEC39|SLY1|TIP20|TRX1|TRX2|UFE1|USE1|VPS74|YOL107W|YPT1|YPT6	32
GO:0000055	RIBOSOMAL LARGE SUBUNIT EXPORT FROM NUCLEUS	ARX1|BCP1|BUD20|CRM1|ECM1|JJJ1|LOC1|MEX67|MRT4|MTR2|NIC96|NMD3|NOG2|NOP53|NSP1|NUG1|NUP1|NUP116|NUP120|NUP159|NUP49|NUP82|NUP85|RIX7|RPF1|RPL1A|RPL1B|RPL40A|RPL40B|RRS1|SDA1|YVH1	32
GO:0000480	ENDONUCLEOLYTIC CLEAVAGE IN 5'-ETS OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	BMS1|CDC4|DBP8|DIP2|EMG1|ESF2|FCF1|FCF2|LCP5|LOC1|MPP10|MRD1|NOC4|NOP14|NOP19|NOP58|NOP9|PWP2|RCL1|ROK1|RRP5|RRP9|SAS10|TOM1|UTP10|UTP11|UTP13|UTP14|UTP18|UTP20|UTP23|UTP6|UTP7	33
GO:0006302	DOUBLE-STRAND BREAK REPAIR	ARP8|ECO1|HNT3|MCD1|MMS22|MMS4|MTE1|NHP10|NUP120|NUP133|NUP145|NUP60|NUP84|PDS5|POL1|POL2|POL4|PRI2|RAD17|RAD5|RAD50|RAD51|RAD9|RSC1|RTT107|SCC2|SCC4|SFH1|SMC1|SNF2|STH1|TDP1|TEL1|TPP1	34
GO:0000472	ENDONUCLEOLYTIC CLEAVAGE TO GENERATE MATURE 5'-END OF SSU-RRNA FROM (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	BMS1|BUD21|CDC4|DBP8|DIP2|EMG1|ESF2|FCF1|FCF2|LOC1|MPP10|MRD1|NOC4|NOP14|NOP19|NOP58|NOP9|PNO1|PWP2|RCL1|ROK1|RRP5|RRP9|SAS10|TOM1|UTP10|UTP11|UTP13|UTP14|UTP18|UTP20|UTP23|UTP6|UTP7	34
GO:0042147	RETROGRADE TRANSPORT, ENDOSOME TO GOLGI	ANY1|BOI1|BOI2|BOS1|BTN2|CDC50|DOP1|GOT1|LAA1|MON2|MVP1|PEP8|PTM1|RGP1|RHB1|RIC1|SFT2|SNX41|TDA3|TLG1|VPS17|VPS29|VPS30|VPS35|VPS5|VPS51|VPS52|VPS53|VPS54|VTI1|YHL017W|YKR078W|YPT6|YPT7	34
GO:0000722	TELOMERE MAINTENANCE VIA RECOMBINATION	BRE1|BUD32|CGI121|GON7|IES3|IES4|IES5|INO80|KAE1|MEC1|MEC3|NHP10|PCC1|PIF1|RAD50|RAD51|RAD52|RAD54|RAD57|RAD59|RAD6|RFA1|RFA2|RFA3|SGS1|TOP2|TOP3|YRF1-1|YRF1-2|YRF1-3|YRF1-4|YRF1-5|YRF1-6|YRF1-7	34
GO:0042144	VACUOLE FUSION, NON-AUTOPHAGIC	BPT1|CLN3|CMD1|IVY1|NYV1|OPT2|PAH1|PBI2|PEP3|PEP5|PFA3|PHO80|SEC17|SEC18|SWF1|TRX1|TRX2|VAC8|VAM10|VAM3|VAM6|VAM7|VPS16|VPS33|VPS41|VTC1|VTC2|VTC3|VTC4|VTC5|VTI1|YCF1|YHR138C|YKT6	34
GO:0000209	PROTEIN POLYUBIQUITINATION	BSC5|BUL1|BUL2|CDC34|GPB1|GRR1|HEL1|HUL5|IPA1|ITT1|MET30|MMS2|MOT2|MPE1|PEX10|PEX2|PEX4|RAD28|RAD5|RAD6|RSP5|SSA1|TOM1|UBC1|UBC11|UBC13|UBC4|UBC5|UBC6|UBC7|UBC8|UBR1|UBR2|UFD2|YNR068C	35
GO:0051123	RNA POLYMERASE II PREINITIATION COMPLEX ASSEMBLY	BUR6|CSE2|DAL81|GAL11|HOT1|MED11|MED2|MED6|NCB2|NHP6A|NUT2|PGD1|ROX3|SIN4|SPT15|SRB2|SRB5|SUA7|TAF1|TAF10|TAF11|TAF12|TAF13|TAF14|TAF2|TAF3|TAF4|TAF5|TAF6|TAF7|TAF8|TAF9|TFG1|TFG2|TOA1|TOA2	36
GO:0007015	ACTIN FILAMENT ORGANIZATION	AKL1|ARK1|BOI1|BOI2|BZZ1|COF1|CRN1|END3|ENT1|ENT2|ENT4|ENT5|LAS17|LMO1|LSB5|MYO2|MYO3|MYO4|MYO5|PBS2|PPH21|PPH22|PRK1|RDI1|RGA1|RHO1|RHO2|RHO3|RHO4|SAC6|SCP1|SIW14|SLA2|SRV2|TPM1|TPM2|TWF1|WHI2	38
GO:0000422	AUTOPHAGY OF MITOCHONDRION	AIM26|ATG1|ATG10|ATG11|ATG12|ATG13|ATG16|ATG17|ATG18|ATG2|ATG20|ATG21|ATG29|ATG3|ATG31|ATG32|ATG33|ATG4|ATG41|ATG5|ATG7|ATG8|ATG9|CDC14|DCK1|FIS1|FUN14|HSV2|LMO1|PTC6|RTG3|SCM4|SNX4|STT4|UTH1|WHI2|YIL165C|YOR019W	38
GO:0006887	EXOCYTOSIS	EXO70|EXO84|HES1|KES1|MSB3|MSB4|MYO3|MYO5|OSH2|OSH3|OSH6|OSH7|RCY1|SEC1|SEC10|SEC15|SEC2|SEC3|SEC4|SEC5|SEC6|SEC8|SEC9|SLA2|SNC1|SNC2|SPO20|SRO7|SRO77|SSO1|SSO2|SWH1|SYN8|SYT1|TPM1|TPM2|YPT31|YPT32	38
GO:0000002	MITOCHONDRIAL GENOME MAINTENANCE	ABF2|ACO1|CCE1|CCM1|CRD1|DML1|EXO5|GEP5|GGC1|HMI1|HSP78|ILM1|ILV5|MDJ1|MDV1|MEF2|MGM1|MGM101|MHR1|MIP1|MMM1|MRPL51|MRS1|MSH1|PIF1|REX2|RIM1|RIM2|RPO41|RRG1|RRG8|RRG9|RRM3|SED1|THI4|TIM17|YHM2|YME2	38
GO:0016973	POLY(A)+ MRNA EXPORT FROM NUCLEUS	DBP5|ENP1|GBP2|GLE1|GLE2|GSP1|GSP2|HRB1|MEX67|MLP1|MLP2|MRD1|MTR2|NAB2|NEW1|NIC96|NSP1|NUP1|NUP116|NUP133|NUP145|NUP159|NUP2|NUP42|NUP49|NUP60|PIN4|RSP5|SPN1|SPT6|SRM1|SSL2|SUS1|THO1|THP1|UBP15|YJR084W|YRA2	38
GO:0000027	RIBOSOMAL LARGE SUBUNIT ASSEMBLY	BRX1|DRS1|HPM1|IPI1|IPI3|LSG1|MAK11|MAK21|NOP53|POL5|REA1|REX4|RIX1|RLP24|RPF2|RPL10|RPL11A|RPL11B|RPL12A|RPL12B|RPL24A|RPL24B|RPL25|RPL3|RPL33A|RPL40A|RPL40B|RPL5|RPL6A|RPL6B|RPP0|RSA1|RSA3|RSA4|SPB4|SQT1|SSF1|SSF2|YVH1	39
GO:0000463	MATURATION OF LSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	BCD1|CIC1|DBP10|DBP6|DBP7|DBP9|ERB1|HAS1|HIT1|IPI1|MAK11|MAK16|MAK5|NIP7|NOP12|NOP15|NOP2|NOP4|NOP53|NOP7|NOP8|NSA2|NUG1|PRP43|RAI1|RLP7|RPF1|RPF2|RPL35A|RPL35B|RPL7A|RPL7B|RPS26A|RPS26B|RRP15|SPB1|SSF1|TIF6|TSR2|URB1	40
GO:0051321	MEIOTIC CELL CYCLE	BFR1|BNS1|CAK1|CDC4|CIK1|DDC1|DMC1|GAC1|GLC7|GMC1|GMC2|HFM1|IDS2|IME4|KAR3|KAR4|MCK1|MEK1|MUM2|NDT80|NPR3|PDS5|RAD50|RFA1|RIM101|RIM4|RIM8|SLK19|SLZ1|SPC97|SPC98|SPO19|SPO21|SPO23|STH1|SWE1|TGS1|TOR1|TRS85|YVH1	40
GO:0009060	AEROBIC RESPIRATION	AAC1|ALG6|ALG7|CBP1|COQ5|COR1|COX11|COX13|ETR1|GDS1|HHT1|HHT2|ISF1|JAC1|MAM33|MBR1|MDH1|MIX14|MIX17|NCA2|OAR1|PAH1|PET20|PET9|PLN1|PPA2|PUF3|QCR10|QCR2|QCR6|QCR7|QCR8|QCR9|RIB1|RIB3|RIP1|RMD9|RSF1|SDH2|SLS1|YBR238C	41
GO:0016573	HISTONE ACETYLATION	ACS1|ACS2|ACT1|AHC1|AHC2|ARD1|ARP4|ASF1|EAF3|EAF6|EAF7|EPL1|ESA1|GCN5|HAT1|HAT2|HFI1|HIF1|NAT4|NGG1|NTO1|RTT109|RVB1|RVB2|SAS2|SAS3|SGF73|SPT10|SPT20|SPT3|SPT7|SPT8|TAF10|TAF12|TAF14|TAF5|TAF6|TAF9|TRA1|YNG1|YNG2	41
GO:0007005	MITOCHONDRION ORGANIZATION	AIM17|ATP11|DNM1|EMI1|ERG29|FUN14|GEM1|HCM1|MAM3|MCP1|MCP2|MDM10|MDM30|MDM31|MDM32|MDM34|MDM35|MDM36|MFB1|MGM1|MIX17|MMM1|MSH1|NGR1|PHB1|PHB2|PIM1|POR1|PUF3|RPM2|RRG9|RSP5|SAM37|SHE9|SML1|SUN4|TPK3|VPS13|YJR120W|YME1|ZIM17	41
GO:0034727	PIECEMEAL MICROAUTOPHAGY OF THE NUCLEUS	ATG1|ATG10|ATG11|ATG12|ATG13|ATG14|ATG15|ATG16|ATG17|ATG18|ATG2|ATG21|ATG29|ATG3|ATG31|ATG4|ATG5|ATG7|ATG8|ATG9|CDC48|HES1|HSV2|KES1|NVJ1|OSH2|OSH3|OSH6|OSH7|SHP1|SNX4|SWH1|TRS85|VAC8|VAM3|VAM6|VAM7|VPS30|VPS33|VPS41|YPT7	41
GO:0030466	SILENT MATING-TYPE CASSETTE HETEROCHROMATIN ASSEMBLY	ABF1|ASF1|ASF2|DIA2|ESC2|FUN30|HST1|HTZ1|MCM10|MCM3|MCM7|MGA2|MRC1|MSH2|NAM7|NUP133|NUP2|NUP60|NUP84|ORC1|ORC2|ORC3|ORC4|ORC5|ORC6|POL30|RAP1|RIF1|SAS2|SAS3|SCP160|SET1|SIR1|SIR2|SIR3|SIR4|SPT10|SPT21|SPT23|SUM1|YCS4|YKU70	42
